client_send_time,sniff_time,export_time,latency_client_sniff,cpu_percent,memory_percent
2022-09-14 16:58:30.751475,2022-09-14 16:58:30.753186,2022-09-14 17:00:49.625084,0:02:18.873546,18.7,15.4
2022-09-14 16:58:30.753237,2022-09-14 16:58:30.754872,2022-09-14 17:00:49.653771,0:02:18.900477,23.5,15.4
2022-09-14 16:58:30.754831,2022-09-14 16:58:30.756325,2022-09-14 17:00:49.680670,0:02:18.925784,18.7,15.4
2022-09-14 16:58:30.756170,2022-09-14 16:58:30.757536,2022-09-14 17:00:49.707285,0:02:18.951062,18.7,15.4
2022-09-14 16:58:30.757803,2022-09-14 16:58:30.759078,2022-09-14 17:00:49.733938,0:02:18.976083,18.7,15.4
2022-09-14 16:58:30.759310,2022-09-14 16:58:30.760496,2022-09-14 17:00:49.760474,0:02:19.001114,25.0,15.4
2022-09-14 16:58:30.760632,2022-09-14 16:58:30.761830,2022-09-14 17:00:49.787143,0:02:19.026460,18.7,15.4
2022-09-14 16:58:30.761737,2022-09-14 16:58:30.763381,2022-09-14 17:00:49.822075,0:02:19.060286,19.0,15.4
2022-09-14 16:58:30.763248,2022-09-14 16:58:30.764468,2022-09-14 17:00:49.842524,0:02:19.079225,18.2,15.4
2022-09-14 16:58:30.764327,2022-09-14 16:58:30.796673,2022-09-14 17:00:49.879342,0:02:19.114961,21.7,15.4
2022-09-14 16:58:30.795374,2022-09-14 16:58:30.796936,2022-09-14 17:00:49.887233,0:02:19.091809,20.0,15.4
2022-09-14 16:58:30.796031,2022-09-14 16:58:30.797206,2022-09-14 17:00:49.895032,0:02:19.098951,25.0,15.4
2022-09-14 16:58:30.795555,2022-09-14 16:58:30.797338,2022-09-14 17:00:49.902766,0:02:19.107148,20.0,15.4
2022-09-14 16:58:30.802425,2022-09-14 16:58:30.803676,2022-09-14 17:00:49.912342,0:02:19.109869,0.0,15.4
2022-09-14 16:58:30.802026,2022-09-14 16:58:30.803773,2022-09-14 17:00:49.920376,0:02:19.118301,25.0,15.4
2022-09-14 16:58:30.801875,2022-09-14 16:58:30.809890,2022-09-14 17:00:49.928002,0:02:19.126078,20.0,15.4
2022-09-14 16:58:30.802184,2022-09-14 16:58:30.810075,2022-09-14 17:00:49.935645,0:02:19.133413,20.0,15.4
2022-09-14 16:58:30.808737,2022-09-14 16:58:30.810358,2022-09-14 17:00:49.945782,0:02:19.136989,20.0,15.4
2022-09-14 16:58:30.808969,2022-09-14 16:58:30.821176,2022-09-14 17:00:49.957376,0:02:19.148359,25.0,15.4
2022-09-14 16:58:30.814859,2022-09-14 16:58:30.826321,2022-09-14 17:00:49.966986,0:02:19.152077,33.3,15.4
2022-09-14 16:58:30.841032,2022-09-14 16:58:30.842142,2022-09-14 17:00:49.978798,0:02:19.137708,14.3,15.4
2022-09-14 16:58:30.840897,2022-09-14 16:58:30.842233,2022-09-14 17:00:49.986377,0:02:19.145432,0.0,15.4
2022-09-14 16:58:30.841310,2022-09-14 16:58:30.847570,2022-09-14 17:00:49.996285,0:02:19.154926,33.3,15.4
2022-09-14 16:58:30.846707,2022-09-14 16:58:30.855914,2022-09-14 17:00:50.005736,0:02:19.158980,16.7,15.4
2022-09-14 16:58:30.854444,2022-09-14 16:58:30.861389,2022-09-14 17:00:50.015854,0:02:19.161350,33.3,15.4
2022-09-14 16:58:30.870436,2022-09-14 16:58:30.871680,2022-09-14 17:00:50.027606,0:02:19.157120,14.3,15.4
2022-09-14 16:58:30.860130,2022-09-14 16:58:30.871727,2022-09-14 17:00:50.035187,0:02:19.175008,25.0,15.4
2022-09-14 16:58:30.854646,2022-09-14 16:58:30.871796,2022-09-14 17:00:50.043132,0:02:19.188437,20.0,15.4
2022-09-14 16:58:30.870281,2022-09-14 16:58:30.872050,2022-09-14 17:00:50.050758,0:02:19.180413,0.0,15.4
2022-09-14 16:58:30.871165,2022-09-14 16:58:30.872307,2022-09-14 17:00:50.058496,0:02:19.187283,25.0,15.4
2022-09-14 16:58:30.881677,2022-09-14 16:58:30.887883,2022-09-14 17:00:50.070386,0:02:19.188661,25.0,15.4
2022-09-14 16:58:30.887009,2022-09-14 16:58:30.893569,2022-09-14 17:00:50.079921,0:02:19.192863,16.7,15.4
2022-09-14 16:58:30.892412,2022-09-14 16:58:30.900920,2022-09-14 17:00:50.089738,0:02:19.197277,0.0,15.4
