client_send_time,sniff_time,export_time,latency_client_sniff,cpu_percent,memory_percent
2022-09-14 16:33:10.369326,2022-09-14 16:33:10.370916,2022-09-14 16:33:10.870703,0:00:00.501312,0.5,11.6
2022-09-14 16:33:10.370410,2022-09-14 16:33:10.372037,2022-09-14 16:33:10.899100,0:00:00.528633,17.6,11.6
2022-09-14 16:33:10.371552,2022-09-14 16:33:10.373259,2022-09-14 16:33:10.927929,0:00:00.556320,22.2,11.6
2022-09-14 16:33:10.372689,2022-09-14 16:33:10.374509,2022-09-14 16:33:10.957042,0:00:00.584302,17.6,11.6
2022-09-14 16:33:10.374228,2022-09-14 16:33:10.375678,2022-09-14 16:33:10.985242,0:00:00.610963,22.2,11.6
2022-09-14 16:33:10.375122,2022-09-14 16:33:10.376902,2022-09-14 16:33:11.026167,0:00:00.650993,16.7,11.6
2022-09-14 16:33:10.376080,2022-09-14 16:33:10.377850,2022-09-14 16:33:11.041064,0:00:00.664928,22.2,11.6
2022-09-14 16:33:10.377407,2022-09-14 16:33:10.379210,2022-09-14 16:33:11.068760,0:00:00.691301,27.8,11.6
2022-09-14 16:33:10.378834,2022-09-14 16:33:10.380695,2022-09-14 16:33:11.098125,0:00:00.719238,16.7,11.6
2022-09-14 16:33:10.380401,2022-09-14 16:33:10.392255,2022-09-14 16:33:11.124490,0:00:00.744037,20.0,11.6
2022-09-14 16:33:10.636130,2022-09-14 16:33:10.637794,2022-09-14 16:33:11.351532,0:00:00.715341,1.5,11.6
2022-09-14 16:33:10.625342,2022-09-14 16:33:10.637896,2022-09-14 16:33:11.360026,0:00:00.734629,20.0,11.6
2022-09-14 16:33:10.625541,2022-09-14 16:33:10.638120,2022-09-14 16:33:11.367803,0:00:00.742211,20.0,11.6
2022-09-14 16:33:10.636649,2022-09-14 16:33:10.638121,2022-09-14 16:33:11.373573,0:00:00.736873,0.0,11.6
2022-09-14 16:33:10.625042,2022-09-14 16:33:10.638184,2022-09-14 16:33:11.383478,0:00:00.758387,28.6,11.6
2022-09-14 16:33:10.635936,2022-09-14 16:33:10.638266,2022-09-14 16:33:11.391263,0:00:00.755277,0.0,11.6
