client_send_time,sniff_time,export_time,latency_client_sniff,cpu_percent,memory_percent
2022-09-14 16:43:50.536464,2022-09-14 16:43:50.538421,2022-09-14 16:43:50.958873,0:00:00.422345,2.2,12.8
2022-09-14 16:43:50.538482,2022-09-14 16:43:50.539990,2022-09-14 16:43:50.987544,0:00:00.449004,17.6,12.8
2022-09-14 16:43:50.539999,2022-09-14 16:43:50.541490,2022-09-14 16:43:51.020026,0:00:00.479969,15.8,12.8
2022-09-14 16:43:50.541365,2022-09-14 16:43:50.542903,2022-09-14 16:43:51.045756,0:00:00.504330,20.0,12.8
2022-09-14 16:43:50.542925,2022-09-14 16:43:50.544418,2022-09-14 16:43:51.074149,0:00:00.531172,17.6,12.8
2022-09-14 16:43:50.544026,2022-09-14 16:43:50.545768,2022-09-14 16:43:51.103941,0:00:00.559862,22.2,12.8
2022-09-14 16:43:50.545388,2022-09-14 16:43:50.547121,2022-09-14 16:43:51.129789,0:00:00.584341,23.5,12.8
2022-09-14 16:43:50.548568,2022-09-14 16:43:50.550447,2022-09-14 16:43:51.179668,0:00:00.631048,20.0,12.8
2022-09-14 16:43:50.550053,2022-09-14 16:43:50.577332,2022-09-14 16:43:51.207815,0:00:00.657709,13.3,12.8
2022-09-14 16:43:50.628029,2022-09-14 16:43:50.629484,2022-09-14 16:43:51.215767,0:00:00.587678,20.0,12.8
2022-09-14 16:43:50.622292,2022-09-14 16:43:50.630111,2022-09-14 16:43:51.223531,0:00:00.601188,20.0,12.8
2022-09-14 16:43:50.622625,2022-09-14 16:43:50.630213,2022-09-14 16:43:51.232365,0:00:00.609690,0.0,12.8
2022-09-14 16:43:50.634183,2022-09-14 16:43:50.635601,2022-09-14 16:43:51.239938,0:00:00.605706,20.0,12.8
2022-09-14 16:43:50.628401,2022-09-14 16:43:50.645824,2022-09-14 16:43:51.247566,0:00:00.619115,25.0,12.8
2022-09-14 16:43:50.628652,2022-09-14 16:43:50.645825,2022-09-14 16:43:51.253361,0:00:00.624659,0.0,12.8
2022-09-14 16:43:50.654776,2022-09-14 16:43:50.661501,2022-09-14 16:43:51.263219,0:00:00.608394,28.6,12.8
2022-09-14 16:43:50.622444,2022-09-14 16:43:50.661501,2022-09-14 16:43:51.268825,0:00:00.646332,0.0,12.8
2022-09-14 16:43:50.634579,2022-09-14 16:43:50.672146,2022-09-14 16:43:51.278798,0:00:00.644154,28.6,12.8
2022-09-14 16:43:50.712330,2022-09-14 16:43:50.713853,2022-09-14 16:43:51.448960,0:00:00.736568,2.0,12.8
2022-09-14 16:43:50.712577,2022-09-14 16:43:50.714039,2022-09-14 16:43:51.456837,0:00:00.744203,20.0,12.8
2022-09-14 16:43:50.706794,2022-09-14 16:43:50.719605,2022-09-14 16:43:51.466573,0:00:00.759728,16.7,12.8
2022-09-14 16:43:50.718073,2022-09-14 16:43:50.719606,2022-09-14 16:43:51.472319,0:00:00.754196,0.0,12.8
2022-09-14 16:43:50.712153,2022-09-14 16:43:50.719829,2022-09-14 16:43:51.481947,0:00:00.769745,20.0,12.8
2022-09-14 16:43:50.718504,2022-09-14 16:43:50.719891,2022-09-14 16:43:51.489473,0:00:00.770910,33.3,12.8
2022-09-14 16:43:50.718977,2022-09-14 16:43:50.725543,2022-09-14 16:43:51.498660,0:00:00.779634,20.0,12.8
2022-09-14 16:43:50.744947,2022-09-14 16:43:50.751419,2022-09-14 16:43:51.506268,0:00:00.761273,20.0,12.8
2022-09-14 16:43:50.755373,2022-09-14 16:43:50.756838,2022-09-14 16:43:51.513884,0:00:00.758463,25.0,12.8
2022-09-14 16:43:50.796797,2022-09-14 16:43:50.798351,2022-09-14 16:43:51.523022,0:00:00.726176,28.6,12.8
2022-09-14 16:43:50.802163,2022-09-14 16:43:50.803662,2022-09-14 16:43:51.530634,0:00:00.728423,0.0,12.8
2022-09-14 16:43:50.802447,2022-09-14 16:43:50.809532,2022-09-14 16:43:51.538385,0:00:00.735886,20.0,12.8
2022-09-14 16:43:50.807894,2022-09-14 16:43:50.814983,2022-09-14 16:43:51.546349,0:00:00.738407,20.0,12.8
2022-09-14 16:43:50.813442,2022-09-14 16:43:50.825139,2022-09-14 16:43:51.555519,0:00:00.742028,33.3,12.8
2022-09-14 16:43:50.829229,2022-09-14 16:43:50.830795,2022-09-14 16:43:51.563101,0:00:00.733823,0.0,12.8
2022-09-14 16:43:50.828948,2022-09-14 16:43:50.831073,2022-09-14 16:43:51.570776,0:00:00.741756,25.0,12.8
2022-09-14 16:43:50.829634,2022-09-14 16:43:50.831197,2022-09-14 16:43:51.578267,0:00:00.748584,20.0,12.8
2022-09-14 16:43:50.840496,2022-09-14 16:43:50.847032,2022-09-14 16:43:51.587323,0:00:00.746779,33.3,12.8
2022-09-14 16:43:50.881885,2022-09-14 16:43:50.888410,2022-09-14 16:43:51.595328,0:00:00.713394,20.0,12.8
2022-09-14 16:43:50.892710,2022-09-14 16:43:50.894269,2022-09-14 16:43:51.602945,0:00:00.710186,25.0,12.8
2022-09-14 16:43:50.892511,2022-09-14 16:43:50.894375,2022-09-14 16:43:51.612256,0:00:00.719696,16.7,12.8
2022-09-14 16:43:50.887232,2022-09-14 16:43:50.905211,2022-09-14 16:43:51.620251,0:00:00.732971,0.0,12.8
2022-09-14 16:43:50.903757,2022-09-14 16:43:50.905303,2022-09-14 16:43:51.628150,0:00:00.724343,25.0,12.8
2022-09-14 16:43:50.914948,2022-09-14 16:43:50.916565,2022-09-14 16:43:51.635833,0:00:00.720836,20.0,12.8
2022-09-14 16:43:50.914647,2022-09-14 16:43:50.926643,2022-09-14 16:43:51.644776,0:00:00.730074,20.0,12.8
