client_send_time,sniff_time,export_time,latency_client_sniff,cpu_percent,memory_percent
2022-09-14 18:31:08.539069,2022-09-14 18:31:08.539261,2022-09-14 18:31:36.228272,0:00:27.689138,18.2,13.3
2022-09-14 18:31:08.540840,2022-09-14 18:31:08.540860,2022-09-14 18:31:36.272667,0:00:27.731765,19.2,13.4
2022-09-14 18:31:08.542555,2022-09-14 18:31:08.542261,2022-09-14 18:31:36.318351,0:00:27.775730,15.4,13.4
2022-09-14 18:31:08.543789,2022-09-14 18:31:08.543741,2022-09-14 18:31:36.359624,0:00:27.815779,23.1,13.4
2022-09-14 18:31:08.545412,2022-09-14 18:31:08.545105,2022-09-14 18:31:36.402910,0:00:27.857443,19.2,13.4
2022-09-14 18:31:08.546440,2022-09-14 18:31:08.546411,2022-09-14 18:31:36.446775,0:00:27.900266,16.0,13.4
2022-09-14 18:31:08.547905,2022-09-14 18:31:08.547845,2022-09-14 18:31:36.472377,0:00:27.924416,20.0,13.4
2022-09-14 18:31:08.549499,2022-09-14 18:31:08.549361,2022-09-14 18:31:36.535646,0:00:27.986092,16.2,13.4
2022-09-14 18:31:08.550800,2022-09-14 18:31:08.550782,2022-09-14 18:31:36.576499,0:00:28.025646,20.0,13.4
2022-09-14 18:31:08.552039,2022-09-14 18:31:08.582959,2022-09-14 18:31:36.612860,0:00:28.060766,19.0,13.4
2022-09-14 18:31:08.655213,2022-09-14 18:31:08.660010,2022-09-14 18:31:36.667899,0:00:28.012632,20.6,13.4
2022-09-14 18:31:08.660603,2022-09-14 18:31:08.660785,2022-09-14 18:31:36.680800,0:00:28.020145,14.3,13.4
2022-09-14 18:31:08.654828,2022-09-14 18:31:08.654684,2022-09-14 18:31:36.724101,0:00:28.069215,19.2,13.4
2022-09-14 18:31:08.667150,2022-09-14 18:31:08.666832,2022-09-14 18:31:36.750503,0:00:28.083299,13.3,13.3
2022-09-14 18:31:08.660820,2022-09-14 18:31:08.667526,2022-09-14 18:31:36.763751,0:00:28.102877,25.0,13.3
2022-09-14 18:31:08.666557,2022-09-14 18:31:08.667323,2022-09-14 18:31:36.790222,0:00:28.123596,18.7,13.3
2022-09-14 18:31:08.661043,2022-09-14 18:31:08.667074,2022-09-14 18:31:36.801478,0:00:28.140382,28.6,13.3
2022-09-14 18:31:08.668258,2022-09-14 18:31:08.683578,2022-09-14 18:31:36.830656,0:00:28.162336,17.6,13.3
2022-09-14 18:31:08.689815,2022-09-14 18:31:08.725537,2022-09-14 18:31:36.859888,0:00:28.170018,22.2,13.3
2022-09-14 18:31:08.667605,2022-09-14 18:31:08.689530,2022-09-14 18:31:36.871508,0:00:28.203847,14.3,13.3
2022-09-14 18:31:08.781717,2022-09-14 18:31:08.786462,2022-09-14 18:31:36.948496,0:00:28.166719,15.6,13.3
2022-09-14 18:31:08.775560,2022-09-14 18:31:08.775317,2022-09-14 18:31:36.957756,0:00:28.182137,20.0,13.3
2022-09-14 18:31:08.787409,2022-09-14 18:31:08.792811,2022-09-14 18:31:36.986290,0:00:28.198823,22.2,13.3
2022-09-14 18:31:08.775791,2022-09-14 18:31:08.792484,2022-09-14 18:31:36.997245,0:00:28.221386,28.6,13.3
2022-09-14 18:31:08.781358,2022-09-14 18:31:08.786632,2022-09-14 18:31:37.011032,0:00:28.229613,33.3,13.3
2022-09-14 18:31:08.781204,2022-09-14 18:31:08.792484,2022-09-14 18:31:37.026285,0:00:28.245026,12.5,13.3
2022-09-14 18:31:08.799479,2022-09-14 18:31:08.820729,2022-09-14 18:31:37.056821,0:00:28.257289,21.1,13.3
2022-09-14 18:31:08.781540,2022-09-14 18:31:08.786768,2022-09-14 18:31:37.067644,0:00:28.286048,28.6,13.3
2022-09-14 18:31:08.821040,2022-09-14 18:31:08.836975,2022-09-14 18:31:37.089700,0:00:28.268602,15.4,13.3
2022-09-14 18:31:08.820710,2022-09-14 18:31:08.820403,2022-09-14 18:31:37.100935,0:00:28.280174,16.7,13.3
2022-09-14 18:31:08.890962,2022-09-14 18:31:08.895830,2022-09-14 18:31:37.144563,0:00:28.253545,19.2,13.3
2022-09-14 18:31:08.902966,2022-09-14 18:31:08.913101,2022-09-14 18:31:37.180216,0:00:28.277185,18.2,13.3
2022-09-14 18:31:08.896618,2022-09-14 18:31:08.918308,2022-09-14 18:31:37.191254,0:00:28.294544,16.7,13.3
2022-09-14 18:31:08.896300,2022-09-14 18:31:08.896001,2022-09-14 18:31:37.216785,0:00:28.320426,20.0,13.3
2022-09-14 18:31:08.902619,2022-09-14 18:31:08.907751,2022-09-14 18:31:37.238947,0:00:28.336270,21.4,13.3
2022-09-14 18:31:08.940076,2022-09-14 18:31:08.939807,2022-09-14 18:31:37.263316,0:00:28.323177,14.3,13.3
2022-09-14 18:31:08.945708,2022-09-14 18:31:08.945358,2022-09-14 18:31:37.276264,0:00:28.330502,14.3,13.3
2022-09-14 18:31:08.897105,2022-09-14 18:31:08.902358,2022-09-14 18:31:37.296864,0:00:28.399704,16.7,13.3
2022-09-14 18:31:08.902432,2022-09-14 18:31:08.928908,2022-09-14 18:31:37.315643,0:00:28.413156,25.0,13.3
2022-09-14 18:31:08.929567,2022-09-14 18:31:08.962299,2022-09-14 18:31:37.324161,0:00:28.394541,20.0,13.3
2022-09-14 18:31:09.009733,2022-09-14 18:31:09.009470,2022-09-14 18:31:37.355378,0:00:28.345592,16.7,13.3
2022-09-14 18:31:09.018099,2022-09-14 18:31:09.017919,2022-09-14 18:31:37.379385,0:00:28.361234,15.4,13.3
2022-09-14 18:31:09.017940,2022-09-14 18:31:09.029538,2022-09-14 18:31:37.408067,0:00:28.390073,21.1,13.3
2022-09-14 18:31:09.024288,2022-09-14 18:31:09.024040,2022-09-14 18:31:37.427919,0:00:28.403576,16.7,13.3
2022-09-14 18:31:09.010092,2022-09-14 18:31:09.035146,2022-09-14 18:31:37.443709,0:00:28.433564,30.0,13.3
2022-09-14 18:31:09.029800,2022-09-14 18:31:09.040795,2022-09-14 18:31:37.477403,0:00:28.447541,15.0,13.3
2022-09-14 18:31:09.066818,2022-09-14 18:31:09.066613,2022-09-14 18:31:37.506486,0:00:28.439612,17.6,13.3
2022-09-14 18:31:09.055497,2022-09-14 18:31:09.060540,2022-09-14 18:31:37.515132,0:00:28.459575,20.0,13.3
2022-09-14 18:31:09.017822,2022-09-14 18:31:09.066873,2022-09-14 18:31:37.532096,0:00:28.514223,20.0,13.3
2022-09-14 18:31:09.061119,2022-09-14 18:31:09.060972,2022-09-14 18:31:37.540707,0:00:28.479536,20.0,13.3
2022-09-14 18:31:09.130142,2022-09-14 18:31:09.129805,2022-09-14 18:31:37.584456,0:00:28.454260,16.0,13.3
2022-09-14 18:31:09.141720,2022-09-14 18:31:09.141795,2022-09-14 18:31:37.626178,0:00:28.484400,16.7,13.3
2022-09-14 18:31:09.136167,2022-09-14 18:31:09.147608,2022-09-14 18:31:37.636767,0:00:28.500546,28.6,13.3
2022-09-14 18:31:09.141970,2022-09-14 18:31:09.141639,2022-09-14 18:31:37.647421,0:00:28.505395,14.3,13.3
2022-09-14 18:31:09.148161,2022-09-14 18:31:09.147840,2022-09-14 18:31:37.663256,0:00:28.515039,22.2,13.4
2022-09-14 18:31:09.141481,2022-09-14 18:31:09.141227,2022-09-14 18:31:37.668781,0:00:28.527249,25.0,13.4
2022-09-14 18:31:09.142414,2022-09-14 18:31:09.142105,2022-09-14 18:31:37.688402,0:00:28.545932,18.2,13.4
2022-09-14 18:31:09.171078,2022-09-14 18:31:09.175913,2022-09-14 18:31:37.726134,0:00:28.554996,14.3,13.4
2022-09-14 18:31:09.181887,2022-09-14 18:31:09.181839,2022-09-14 18:31:37.735115,0:00:28.553173,28.6,13.4
2022-09-14 18:31:09.182084,2022-09-14 18:31:09.182054,2022-09-14 18:31:37.752203,0:00:28.570059,20.0,13.4
2022-09-14 18:31:09.255761,2022-09-14 18:31:09.261731,2022-09-14 18:31:37.825843,0:00:28.570024,16.3,13.4
2022-09-14 18:31:09.255963,2022-09-14 18:31:09.255773,2022-09-14 18:31:37.848205,0:00:28.592179,23.1,13.4
2022-09-14 18:31:09.256391,2022-09-14 18:31:09.256024,2022-09-14 18:31:37.853758,0:00:28.597316,25.0,13.4
