client_send_time,sniff_time,export_time,latency_client_sniff,cpu_percent,memory_percent
2022-09-14 18:23:08.408425,2022-09-14 18:23:08.408352,2022-09-14 18:23:08.785164,0:00:00.376676,0.4,12.4
2022-09-14 18:23:08.410374,2022-09-14 18:23:08.409902,2022-09-14 18:23:08.821997,0:00:00.411559,19.0,12.4
2022-09-14 18:23:08.411475,2022-09-14 18:23:08.411323,2022-09-14 18:23:08.876886,0:00:00.465352,18.2,12.4
2022-09-14 18:23:08.412995,2022-09-14 18:23:08.413017,2022-09-14 18:23:08.921546,0:00:00.508496,15.4,12.4
2022-09-14 18:23:08.414266,2022-09-14 18:23:08.414278,2022-09-14 18:23:08.964570,0:00:00.550249,19.2,12.4
2022-09-14 18:23:08.415474,2022-09-14 18:23:08.415313,2022-09-14 18:23:09.008506,0:00:00.592976,18.5,12.4
2022-09-14 18:23:08.416822,2022-09-14 18:23:08.416612,2022-09-14 18:23:09.035713,0:00:00.618835,18.7,12.4
2022-09-14 18:23:08.418476,2022-09-14 18:23:08.417993,2022-09-14 18:23:09.083779,0:00:00.665248,14.8,12.4
2022-09-14 18:23:08.419544,2022-09-14 18:23:08.419394,2022-09-14 18:23:09.136868,0:00:00.717268,21.2,12.4
2022-09-14 18:23:08.420819,2022-09-14 18:23:08.430884,2022-09-14 18:23:09.159616,0:00:00.738744,15.4,12.4
2022-09-14 18:23:08.744664,2022-09-14 18:23:08.744962,2022-09-14 18:23:09.320449,0:00:00.575729,11.2,12.4
2022-09-14 18:23:08.745032,2022-09-14 18:23:08.744705,2022-09-14 18:23:09.349749,0:00:00.604662,17.6,12.4
2022-09-14 18:23:08.744867,2022-09-14 18:23:08.755751,2022-09-14 18:23:09.356190,0:00:00.611271,25.0,12.4
2022-09-14 18:23:08.766925,2022-09-14 18:23:08.766868,2022-09-14 18:23:09.366774,0:00:00.599798,16.7,12.4
2022-09-14 18:23:08.745371,2022-09-14 18:23:08.755690,2022-09-14 18:23:09.372988,0:00:00.627567,0.0,12.4
2022-09-14 18:23:08.767276,2022-09-14 18:23:08.766867,2022-09-14 18:23:09.413920,0:00:00.646585,23.1,12.4
2022-09-14 18:23:08.756078,2022-09-14 18:23:08.755690,2022-09-14 18:23:09.424739,0:00:00.668611,16.7,12.4
2022-09-14 18:23:08.766722,2022-09-14 18:23:08.789075,2022-09-14 18:23:09.439193,0:00:00.672422,22.2,12.4
2022-09-14 18:23:08.744508,2022-09-14 18:23:08.772704,2022-09-14 18:23:09.453717,0:00:00.709160,12.5,12.4
2022-09-14 18:23:08.779073,2022-09-14 18:23:08.789025,2022-09-14 18:23:09.479785,0:00:00.700661,23.5,12.4
2022-09-14 18:23:09.080489,2022-09-14 18:23:09.085647,2022-09-14 18:23:09.800793,0:00:00.720240,4.7,12.4
2022-09-14 18:23:09.086002,2022-09-14 18:23:09.085553,2022-09-14 18:23:09.841822,0:00:00.755758,16.7,12.4
2022-09-14 18:23:09.091686,2022-09-14 18:23:09.091244,2022-09-14 18:23:09.854894,0:00:00.763146,25.0,12.4
2022-09-14 18:23:09.102633,2022-09-14 18:23:09.102224,2022-09-14 18:23:09.882015,0:00:00.779328,13.3,12.4
2022-09-14 18:23:09.102916,2022-09-14 18:23:09.103320,2022-09-14 18:23:09.910440,0:00:00.807472,22.2,12.4
2022-09-14 18:23:09.080676,2022-09-14 18:23:09.109267,2022-09-14 18:23:09.921169,0:00:00.840442,16.7,12.4
2022-09-14 18:23:09.103098,2022-09-14 18:23:09.102648,2022-09-14 18:23:09.936067,0:00:00.832919,20.0,12.4
2022-09-14 18:23:09.103482,2022-09-14 18:23:09.103347,2022-09-14 18:23:09.958600,0:00:00.855066,15.4,12.4
