client_send_time,sniff_time,export_time,latency_client_sniff,cpu_percent,memory_percent
2022-09-14 17:47:29.479238,2022-09-14 17:47:29.479875,2022-09-14 17:48:37.036125,0:01:07.556825,18.2,14.2
2022-09-14 17:47:29.481203,2022-09-14 17:47:29.481652,2022-09-14 17:48:37.068099,0:01:07.586833,16.7,14.2
2022-09-14 17:47:29.482642,2022-09-14 17:47:29.482928,2022-09-14 17:48:37.099654,0:01:07.616953,21.1,14.2
2022-09-14 17:47:29.483878,2022-09-14 17:47:29.484192,2022-09-14 17:48:37.138965,0:01:07.655018,20.8,14.2
2022-09-14 17:47:29.484991,2022-09-14 17:47:29.485404,2022-09-14 17:48:37.178858,0:01:07.693793,17.4,14.2
2022-09-14 17:47:29.486071,2022-09-14 17:47:29.486359,2022-09-14 17:48:37.195943,0:01:07.709805,20.0,14.2
2022-09-14 17:47:29.487268,2022-09-14 17:47:29.487883,2022-09-14 17:48:37.245963,0:01:07.758628,20.7,14.2
2022-09-14 17:47:29.488399,2022-09-14 17:47:29.488803,2022-09-14 17:48:37.262949,0:01:07.774484,18.2,14.2
2022-09-14 17:47:29.490074,2022-09-14 17:47:29.490105,2022-09-14 17:48:37.294968,0:01:07.804826,21.1,14.2
2022-09-14 17:47:29.491277,2022-09-14 17:47:29.506822,2022-09-14 17:48:37.326264,0:01:07.834926,16.7,14.2
2022-09-14 17:47:29.551533,2022-09-14 17:47:29.551577,2022-09-14 17:48:37.354813,0:01:07.803203,18.7,14.2
2022-09-14 17:47:29.545436,2022-09-14 17:47:29.551631,2022-09-14 17:48:37.360358,0:01:07.814859,25.0,14.2
2022-09-14 17:47:29.545767,2022-09-14 17:47:29.557028,2022-09-14 17:48:37.382590,0:01:07.836756,15.4,14.2
2022-09-14 17:47:29.551215,2022-09-14 17:47:29.557071,2022-09-14 17:48:37.393227,0:01:07.841948,28.6,14.2
2022-09-14 17:47:29.545253,2022-09-14 17:47:29.557140,2022-09-14 17:48:37.398850,0:01:07.853528,33.3,14.2
2022-09-14 17:47:29.545595,2022-09-14 17:47:29.557914,2022-09-14 17:48:37.415988,0:01:07.870327,11.1,14.2
2022-09-14 17:47:29.551049,2022-09-14 17:47:29.563949,2022-09-14 17:48:37.430931,0:01:07.879815,22.2,14.2
2022-09-14 17:47:29.568743,2022-09-14 17:47:29.568848,2022-09-14 17:48:37.444045,0:01:07.875235,22.2,14.2
2022-09-14 17:47:29.558045,2022-09-14 17:47:29.569386,2022-09-14 17:48:37.461980,0:01:07.903870,11.1,14.2
2022-09-14 17:47:29.551372,2022-09-14 17:47:29.569406,2022-09-14 17:48:37.467648,0:01:07.916212,40.0,14.2
2022-09-14 17:47:29.616896,2022-09-14 17:47:29.616939,2022-09-14 17:48:37.498203,0:01:07.881241,17.6,14.2
2022-09-14 17:47:29.622367,2022-09-14 17:47:29.622459,2022-09-14 17:48:37.511307,0:01:07.888872,22.2,14.2
2022-09-14 17:47:29.622224,2022-09-14 17:47:29.627961,2022-09-14 17:48:37.523907,0:01:07.901616,14.3,14.2
2022-09-14 17:47:29.622659,2022-09-14 17:47:29.633635,2022-09-14 17:48:37.540814,0:01:07.918082,20.0,14.2
2022-09-14 17:47:29.616748,2022-09-14 17:47:29.634053,2022-09-14 17:48:37.554321,0:01:07.937506,25.0,14.2
2022-09-14 17:47:29.628297,2022-09-14 17:47:29.634264,2022-09-14 17:48:37.567043,0:01:07.938683,14.3,14.2
2022-09-14 17:47:29.634054,2022-09-14 17:47:29.640012,2022-09-14 17:48:37.579893,0:01:07.945773,25.0,14.2
2022-09-14 17:47:29.633861,2022-09-14 17:47:29.640106,2022-09-14 17:48:37.595832,0:01:07.961898,11.1,14.2
2022-09-14 17:47:29.628529,2022-09-14 17:47:29.640106,2022-09-14 17:48:37.601423,0:01:07.972829,33.3,14.2
2022-09-14 17:47:29.639943,2022-09-14 17:47:29.671697,2022-09-14 17:48:37.624788,0:01:07.984777,21.4,14.2
2022-09-14 17:47:29.682273,2022-09-14 17:47:29.687433,2022-09-14 17:48:37.639599,0:01:07.957261,22.2,14.2
2022-09-14 17:47:29.693616,2022-09-14 17:47:29.693767,2022-09-14 17:48:37.656118,0:01:07.962437,20.0,14.2
2022-09-14 17:47:29.687577,2022-09-14 17:47:29.693831,2022-09-14 17:48:37.661625,0:01:07.973985,25.0,14.2
2022-09-14 17:47:29.693084,2022-09-14 17:47:29.693913,2022-09-14 17:48:37.672481,0:01:07.979334,16.7,14.2
2022-09-14 17:47:29.692888,2022-09-14 17:47:29.699297,2022-09-14 17:48:37.691540,0:01:07.998565,25.0,14.2
2022-09-14 17:47:29.693245,2022-09-14 17:47:29.699388,2022-09-14 17:48:37.702486,0:01:08.009177,16.7,14.2
2022-09-14 17:47:29.704924,2022-09-14 17:47:29.704969,2022-09-14 17:48:37.717466,0:01:08.012477,12.5,14.2
2022-09-14 17:47:29.705263,2022-09-14 17:47:29.726321,2022-09-14 17:48:37.736311,0:01:08.030988,25.0,14.2
2022-09-14 17:47:29.731562,2022-09-14 17:47:29.731708,2022-09-14 17:48:37.751182,0:01:08.019562,12.5,14.2
2022-09-14 17:47:29.731717,2022-09-14 17:47:29.752279,2022-09-14 17:48:37.766095,0:01:08.034322,22.2,14.2
2022-09-14 17:47:29.757675,2022-09-14 17:47:29.757747,2022-09-14 17:48:37.776752,0:01:08.019023,16.7,14.2
2022-09-14 17:47:29.757886,2022-09-14 17:47:29.757957,2022-09-14 17:48:37.785433,0:01:08.027497,20.0,14.2
2022-09-14 17:47:29.763694,2022-09-14 17:47:29.763766,2022-09-14 17:48:37.803297,0:01:08.039554,30.8,14.2
2022-09-14 17:47:29.763540,2022-09-14 17:47:29.763767,2022-09-14 17:48:37.810383,0:01:08.046794,0.0,14.2
2022-09-14 17:47:29.770491,2022-09-14 17:47:29.776109,2022-09-14 17:48:37.829104,0:01:08.058563,25.0,14.2
2022-09-14 17:47:29.770646,2022-09-14 17:47:29.776156,2022-09-14 17:48:37.834416,0:01:08.063720,25.0,14.2
2022-09-14 17:47:29.770807,2022-09-14 17:47:29.776420,2022-09-14 17:48:37.842902,0:01:08.072044,33.3,14.2
2022-09-14 17:47:29.770304,2022-09-14 17:47:29.776470,2022-09-14 17:48:37.855434,0:01:08.085081,14.3,14.2
2022-09-14 17:47:29.807876,2022-09-14 17:47:29.813039,2022-09-14 17:48:37.873630,0:01:08.065704,18.2,14.2
2022-09-14 17:47:29.807777,2022-09-14 17:47:29.818832,2022-09-14 17:48:37.886370,0:01:08.078545,14.3,14.2
2022-09-14 17:47:29.818736,2022-09-14 17:47:29.818939,2022-09-14 17:48:37.894761,0:01:08.075960,33.3,14.2
2022-09-14 17:47:29.818862,2022-09-14 17:47:29.834835,2022-09-14 17:48:37.913256,0:01:08.094344,20.0,14.2
2022-09-14 17:47:29.835078,2022-09-14 17:47:29.835120,2022-09-14 17:48:37.921996,0:01:08.086869,20.0,14.2
2022-09-14 17:47:29.834890,2022-09-14 17:47:29.841351,2022-09-14 17:48:37.937495,0:01:08.102556,20.0,14.2
2022-09-14 17:47:29.835379,2022-09-14 17:47:29.841351,2022-09-14 17:48:37.942969,0:01:08.107540,25.0,14.2
2022-09-14 17:47:29.841397,2022-09-14 17:47:29.847075,2022-09-14 17:48:37.959783,0:01:08.118336,20.0,14.2
2022-09-14 17:47:29.846739,2022-09-14 17:47:29.867975,2022-09-14 17:48:37.974245,0:01:08.127457,12.5,14.2
2022-09-14 17:47:29.868351,2022-09-14 17:47:29.868526,2022-09-14 17:48:37.984619,0:01:08.116219,16.7,14.2
2022-09-14 17:47:29.847141,2022-09-14 17:47:29.873612,2022-09-14 17:48:37.997226,0:01:08.150036,28.6,14.2
2022-09-14 17:47:29.868545,2022-09-14 17:47:29.879107,2022-09-14 17:48:38.007693,0:01:08.139099,16.7,14.2
2022-09-14 17:47:29.879468,2022-09-14 17:47:29.884520,2022-09-14 17:48:38.020356,0:01:08.140839,25.0,14.2
2022-09-14 17:47:29.879303,2022-09-14 17:47:29.890244,2022-09-14 17:48:38.032549,0:01:08.153197,14.3,14.2
2022-09-14 17:47:29.906575,2022-09-14 17:47:29.906659,2022-09-14 17:48:38.048567,0:01:08.141944,20.0,14.2
2022-09-14 17:47:29.895810,2022-09-14 17:47:29.906724,2022-09-14 17:48:38.053748,0:01:08.157890,0.0,14.2
2022-09-14 17:47:29.895631,2022-09-14 17:47:29.912189,2022-09-14 17:48:38.068262,0:01:08.172582,30.0,14.2
2022-09-14 17:47:29.912713,2022-09-14 17:47:29.912803,2022-09-14 17:48:38.078585,0:01:08.165823,16.7,14.2
2022-09-14 17:47:29.912534,2022-09-14 17:47:29.923491,2022-09-14 17:48:38.091114,0:01:08.178531,14.3,14.2
2022-09-14 17:47:29.939524,2022-09-14 17:47:29.939576,2022-09-14 17:48:38.103553,0:01:08.163979,14.3,14.2
2022-09-14 17:47:29.929090,2022-09-14 17:47:29.944658,2022-09-14 17:48:38.115934,0:01:08.186795,25.0,14.2
2022-09-14 17:47:29.950239,2022-09-14 17:47:29.950254,2022-09-14 17:48:38.128273,0:01:08.177985,14.3,14.2
2022-09-14 17:47:29.955690,2022-09-14 17:47:29.955623,2022-09-14 17:48:38.140810,0:01:08.185064,14.3,14.2
2022-09-14 17:47:29.971348,2022-09-14 17:47:29.976972,2022-09-14 17:48:38.151512,0:01:08.180116,28.6,14.2
2022-09-14 17:47:29.977588,2022-09-14 17:47:29.977616,2022-09-14 17:48:38.160358,0:01:08.182722,20.0,14.2
2022-09-14 17:47:29.977387,2022-09-14 17:47:29.977825,2022-09-14 17:48:38.174108,0:01:08.196671,12.5,14.2
2022-09-14 17:47:29.976914,2022-09-14 17:47:29.977825,2022-09-14 17:48:38.179336,0:01:08.202373,33.3,14.2
2022-09-14 17:47:29.976672,2022-09-14 17:47:29.977913,2022-09-14 17:48:38.187982,0:01:08.211262,20.0,14.2
2022-09-14 17:47:29.977237,2022-09-14 17:47:29.994003,2022-09-14 17:48:38.206747,0:01:08.229446,18.2,14.2
2022-09-14 17:47:30.020541,2022-09-14 17:47:30.020614,2022-09-14 17:48:38.231634,0:01:08.211044,20.0,14.2
2022-09-14 17:47:30.026480,2022-09-14 17:47:30.031578,2022-09-14 17:48:38.243857,0:01:08.217327,14.3,14.2
2022-09-14 17:47:30.037213,2022-09-14 17:47:30.037172,2022-09-14 17:48:38.254284,0:01:08.217021,16.7,14.2
2022-09-14 17:47:30.031892,2022-09-14 17:47:30.037307,2022-09-14 17:48:38.262722,0:01:08.230766,33.3,14.2
2022-09-14 17:47:30.037867,2022-09-14 17:47:30.037920,2022-09-14 17:48:38.271097,0:01:08.233182,20.0,14.2
2022-09-14 17:47:30.026310,2022-09-14 17:47:30.038231,2022-09-14 17:48:38.287767,0:01:08.261407,11.1,14.2
2022-09-14 17:47:30.037654,2022-09-14 17:47:30.044326,2022-09-14 17:48:38.300453,0:01:08.262750,25.0,14.2
2022-09-14 17:47:30.038706,2022-09-14 17:47:30.044436,2022-09-14 17:48:38.308942,0:01:08.270187,40.0,14.2
2022-09-14 17:47:30.038826,2022-09-14 17:47:30.044684,2022-09-14 17:48:38.317267,0:01:08.278393,20.0,14.2
2022-09-14 17:47:30.039040,2022-09-14 17:47:30.045056,2022-09-14 17:48:38.328046,0:01:08.288957,28.6,14.2
2022-09-14 17:47:30.091227,2022-09-14 17:47:30.091252,2022-09-14 17:48:38.352634,0:01:08.261357,20.0,14.2
2022-09-14 17:47:30.085904,2022-09-14 17:47:30.102529,2022-09-14 17:48:38.370930,0:01:08.284975,18.2,14.2
2022-09-14 17:47:30.102038,2022-09-14 17:47:30.102529,2022-09-14 17:48:38.376345,0:01:08.274257,0.0,14.2
2022-09-14 17:47:30.102375,2022-09-14 17:47:30.102787,2022-09-14 17:48:38.387919,0:01:08.285494,25.0,14.2
2022-09-14 17:47:30.102516,2022-09-14 17:47:30.102807,2022-09-14 17:48:38.393337,0:01:08.290772,0.0,14.2
2022-09-14 17:47:30.102216,2022-09-14 17:47:30.118536,2022-09-14 17:48:38.411645,0:01:08.309380,25.0,14.2
2022-09-14 17:47:30.118838,2022-09-14 17:47:30.118872,2022-09-14 17:48:38.420049,0:01:08.301162,20.0,14.2
2022-09-14 17:47:30.124355,2022-09-14 17:47:30.124544,2022-09-14 17:48:38.432433,0:01:08.308029,25.0,14.2
2022-09-14 17:47:30.125106,2022-09-14 17:47:30.130361,2022-09-14 17:48:38.444935,0:01:08.319780,14.3,14.2
2022-09-14 17:47:30.130522,2022-09-14 17:47:30.135924,2022-09-14 17:48:38.457528,0:01:08.326958,14.3,14.2
2022-09-14 17:47:30.151842,2022-09-14 17:47:30.157249,2022-09-14 17:48:38.474208,0:01:08.322318,20.0,14.2
2022-09-14 17:47:30.163222,2022-09-14 17:47:30.163272,2022-09-14 17:48:38.486763,0:01:08.323463,33.3,14.2
2022-09-14 17:47:30.163710,2022-09-14 17:47:30.163779,2022-09-14 17:48:38.495292,0:01:08.331533,20.0,14.2
2022-09-14 17:47:30.162977,2022-09-14 17:47:30.174404,2022-09-14 17:48:38.507831,0:01:08.344798,14.3,14.2
2022-09-14 17:47:30.174353,2022-09-14 17:47:30.174787,2022-09-14 17:48:38.516331,0:01:08.341929,20.0,14.2
2022-09-14 17:47:30.174655,2022-09-14 17:47:30.174835,2022-09-14 17:48:38.524852,0:01:08.350147,20.0,14.2
2022-09-14 17:47:30.189969,2022-09-14 17:47:30.194959,2022-09-14 17:48:38.547425,0:01:08.357408,15.4,14.2
2022-09-14 17:47:30.189790,2022-09-14 17:47:30.195298,2022-09-14 17:48:38.556351,0:01:08.366512,20.0,14.2
2022-09-14 17:47:30.189614,2022-09-14 17:47:30.205940,2022-09-14 17:48:38.568584,0:01:08.378921,25.0,14.2
2022-09-14 17:47:30.226881,2022-09-14 17:47:30.226879,2022-09-14 17:48:38.583129,0:01:08.356199,12.5,14.2
2022-09-14 17:47:30.216470,2022-09-14 17:47:30.227016,2022-09-14 17:48:38.591696,0:01:08.375178,20.0,14.2
2022-09-14 17:47:30.227091,2022-09-14 17:47:30.227392,2022-09-14 17:48:38.600259,0:01:08.373120,20.0,14.2
2022-09-14 17:47:30.238357,2022-09-14 17:47:30.238404,2022-09-14 17:48:38.614696,0:01:08.376289,12.5,14.2
2022-09-14 17:47:30.238639,2022-09-14 17:47:30.238585,2022-09-14 17:48:38.623528,0:01:08.384840,20.0,14.2
2022-09-14 17:47:30.238104,2022-09-14 17:47:30.249776,2022-09-14 17:48:38.647178,0:01:08.409022,25.0,14.2
2022-09-14 17:47:30.249679,2022-09-14 17:47:30.260165,2022-09-14 17:48:38.657597,0:01:08.407867,16.7,14.2
2022-09-14 17:47:30.260374,2022-09-14 17:47:30.260371,2022-09-14 17:48:38.666549,0:01:08.406124,20.0,14.2
2022-09-14 17:47:30.260915,2022-09-14 17:47:30.260923,2022-09-14 17:48:38.677139,0:01:08.416173,16.7,14.2
2022-09-14 17:47:30.271873,2022-09-14 17:47:30.271816,2022-09-14 17:48:38.693491,0:01:08.421569,27.3,14.2
2022-09-14 17:47:30.292255,2022-09-14 17:47:30.292429,2022-09-14 17:48:38.710458,0:01:08.418144,20.0,14.2
2022-09-14 17:47:30.303301,2022-09-14 17:47:30.303345,2022-09-14 17:48:38.723308,0:01:08.419953,14.3,14.2
2022-09-14 17:47:30.303098,2022-09-14 17:47:30.308791,2022-09-14 17:48:38.731951,0:01:08.428802,20.0,14.2
2022-09-14 17:47:30.314409,2022-09-14 17:47:30.314580,2022-09-14 17:48:38.748713,0:01:08.434253,11.1,14.2
2022-09-14 17:47:30.314615,2022-09-14 17:47:30.314770,2022-09-14 17:48:38.760420,0:01:08.445754,14.3,14.2
2022-09-14 17:47:30.302935,2022-09-14 17:47:30.314770,2022-09-14 17:48:38.765994,0:01:08.463001,33.3,14.2
2022-09-14 17:47:30.308648,2022-09-14 17:47:30.314897,2022-09-14 17:48:38.775088,0:01:08.466391,16.7,14.2
2022-09-14 17:47:30.325658,2022-09-14 17:47:30.325601,2022-09-14 17:48:38.791703,0:01:08.465993,20.0,14.2
