client_send_time,sniff_time,export_time,latency_client_sniff,cpu_percent,memory_percent
2022-09-14 18:00:49.676443,2022-09-14 18:00:49.676566,2022-09-14 18:10:18.197415,0:09:28.520907,18.7,16.8
2022-09-14 18:00:49.678181,2022-09-14 18:00:49.678173,2022-09-14 18:10:18.229247,0:09:28.551004,15.8,16.8
2022-09-14 18:00:49.679748,2022-09-14 18:00:49.679549,2022-09-14 18:10:18.260910,0:09:28.581104,21.1,16.8
2022-09-14 18:00:49.681005,2022-09-14 18:00:49.680873,2022-09-14 18:10:18.294434,0:09:28.613372,23.8,16.8
2022-09-14 18:00:49.682225,2022-09-14 18:00:49.682115,2022-09-14 18:10:18.324165,0:09:28.641883,22.2,16.8
2022-09-14 18:00:49.683613,2022-09-14 18:00:49.683182,2022-09-14 18:10:18.355765,0:09:28.672090,21.1,16.8
2022-09-14 18:00:49.684674,2022-09-14 18:00:49.684431,2022-09-14 18:10:18.390498,0:09:28.705756,15.8,16.8
2022-09-14 18:00:49.686002,2022-09-14 18:00:49.685720,2022-09-14 18:10:18.422898,0:09:28.736830,20.0,16.8
2022-09-14 18:00:49.687217,2022-09-14 18:00:49.686984,2022-09-14 18:10:18.455077,0:09:28.767792,21.1,16.8
2022-09-14 18:00:49.688511,2022-09-14 18:00:49.713757,2022-09-14 18:10:18.488794,0:09:28.800216,23.8,16.8
2022-09-14 18:00:49.719592,2022-09-14 18:00:49.719168,2022-09-14 18:10:18.501888,0:09:28.782230,14.3,16.8
2022-09-14 18:00:49.724934,2022-09-14 18:00:49.725194,2022-09-14 18:10:18.518778,0:09:28.793750,20.0,16.8
2022-09-14 18:00:49.725238,2022-09-14 18:00:49.725383,2022-09-14 18:10:18.529751,0:09:28.804446,16.7,16.8
2022-09-14 18:00:49.725438,2022-09-14 18:00:49.725430,2022-09-14 18:10:18.542903,0:09:28.817399,25.0,16.8
2022-09-14 18:00:49.725866,2022-09-14 18:00:49.731564,2022-09-14 18:10:18.560284,0:09:28.834350,20.0,16.8
2022-09-14 18:00:49.731858,2022-09-14 18:00:49.731888,2022-09-14 18:10:18.573717,0:09:28.841795,12.5,16.8
2022-09-14 18:00:49.726309,2022-09-14 18:00:49.732204,2022-09-14 18:10:18.589902,0:09:28.863530,22.2,16.8
2022-09-14 18:00:49.725077,2022-09-14 18:00:49.732275,2022-09-14 18:10:18.597909,0:09:28.872759,20.0,16.8
2022-09-14 18:00:49.731639,2022-09-14 18:00:49.737786,2022-09-14 18:10:18.613753,0:09:28.882043,20.0,16.8
